x,y,z,roll,pitch,yaw
-0.10110618388122761,-0.05665625704259256,0.5855157495542784,167.13217578242362,-11.499331817345317,-8.539119956594536
0.646724338256753,-0.2842596529054938,1.5093252837509474,-120.77230990072165,58.20682379655283,-146.56843671033684
-0.10413496207847575,-0.061362659942003135,0.5986541413993965,176.20974527880563,-11.966211721684296,-8.116941068452846
-0.10280259500229497,-0.0630734510585636,0.5918356459873114,171.23432812755817,-4.534367535166295,-7.890698333629265
-0.10305689944929246,-0.0650981174946866,0.5992075406976523,173.64737908348314,-6.471537996304815,-7.752860738682724
-0.09568441065573355,-0.061968859083617524,0.5683023832408041,-155.08997209752977,-17.77061880909007,-5.8560470978341375
-0.10276828783969072,-0.06785359706798612,0.6082522774285579,-178.1449278627795,-15.059813882065825,-7.196676798977297
-0.10043614232927937,-0.0700954923467436,0.5997227898353696,171.4498190739023,-10.570010007703718,-8.169451408850344
-0.09799702621747029,-0.06875227328127995,0.5884810849143614,-156.53965103618305,-10.103730502626815,-6.704159234451268
-0.09920497968494722,-0.0720460531692915,0.5995041967868453,171.69837960169062,-5.2001748852596075,-7.338936605789519
-0.09927160046517272,-0.07239542635817314,0.6003513335066156,175.21449109551884,-9.456377256817717,-7.748887631316747
-0.09877310269014769,-0.07127240607802075,0.5950798050011188,-162.02955014122918,-10.654357550695206,-7.268518066650125
-0.09927086054607386,-0.07370109143939561,0.6001980322166988,175.3853913765025,-9.559381947034518,-7.738245294632212
-0.09820299543272795,-0.07350211175739352,0.5986109326471044,174.10431419256764,-15.39869597511416,-7.0567427105797815
-0.09540086874431564,-0.0727499784704488,0.5862963108135543,-177.27066644588976,-22.864711816049343,-6.941538919260363
-0.09702415944089478,-0.07427805313206523,0.6040231824145801,-176.01788549279212,-2.728729239751701,-7.66749832227685
-0.04114757909463328,0.41699786141374495,2.0398858157306377,84.42876982321326,82.11655796502738,2.030952628746098
-0.09368415767782566,-0.07553953044668514,0.5963801412119543,171.24555226813627,-7.374077567075943,-6.998251031329936
-0.09031295259328649,-0.07406176727496125,0.5785987392642261,165.08328089318874,-4.122881199995584,-5.872346516289172
-0.0889957379603328,-0.07460782429504428,0.5899752449707583,-155.94576798352998,-13.14689173393705,-4.931419593752749
-0.09059097344471179,-0.07847862434561906,0.604851528074634,173.48248972493877,-9.912281456304424,-5.375866424658675
-0.08750187846979773,-0.07504131568073698,0.581475055353312,162.83761508318796,-3.9380221302701064,-5.875638303005594
-0.08872489179738449,-0.07605635820782472,0.5883601308003512,-156.25552527438606,-0.26259146586712734,-7.024622569882832
-0.09004597400563834,-0.07795320898585867,0.6051376327144468,-160.72733328142053,-8.148007203675052,-5.593826768916405
-0.09076812405118231,-0.07897562833204115,0.6057279559987646,171.2420402218493,-7.859869677992008,-5.032596717037464
-0.09219484493060426,-0.07940343082670911,0.6127155161716981,178.41004124933485,-6.563829765333907,-5.866030717186903
-0.09055742157589079,-0.07781754923636856,0.6050088881560266,173.81560366366097,-12.03177270694655,-5.361864650752018
0.47478258240245985,-0.1971256179391409,1.2868439528200137,-114.70668081680193,57.40550681907112,-153.45919888000833
-0.09067397724581801,-0.07798055848808899,0.6054731806314937,168.61715475485968,-9.205364323182796,-5.460246118133047
-0.08843243135297554,-0.07551263215331791,0.5970523266570239,-157.60535370651266,-10.915260139252869,-5.222697734789101
-0.09076710919154965,-0.07765821390874057,0.6058849479650017,171.08412853990322,-7.799811637983437,-5.0388966028946145
-0.089809849201522,-0.07614268611866629,0.5972170617152862,-153.51507315751127,-11.103660535139024,-5.20514032740465
-0.0912777472756935,-0.0783023378466169,0.601102025247121,175.30780427302983,-15.063840880794015,-5.5763233366717415
-0.02529343969153023,0.41295452525798326,2.110492283230206,89.53628439254244,79.98304766566099,-3.6417722947770836
-0.0912777472756935,-0.0783023378466169,0.601102025247121,175.30780427302983,-15.063840880794015,-5.5763233366717415
-0.02529343969153023,0.41295452525798326,2.110492283230206,89.53628439254244,79.98304766566099,-3.6417722947770836
-0.09190114434531817,-0.07846827610507823,0.6045631737432439,173.41856507386356,-10.073219142445145,-5.37042830294303
