x,y,z,roll,pitch,yaw
-0.09204664024907085,-0.0782580587326867,0.6051010010546453,170.98347373210458,-6.522768336225795,-5.009148200094016
-0.08806598937578557,-0.07434206983849781,0.588145815387561,-154.83960553665673,-12.978126718345482,-4.920113637027987
-0.08972976550773219,-0.07550325468424372,0.5967871094770211,-157.58036189696486,-10.999227273020331,-5.226958082397379
-0.09208170679000352,-0.07764974868885312,0.6056118181006324,171.03569022231082,-7.959978463638902,-5.0330523696986225
-0.08843210108342871,-0.07690504192683706,0.5840218061148436,-179.92089262462963,-28.507645831607665,-6.192707482837956
-0.09352452975459215,-0.07806489040860194,0.6126062565572996,178.14341922320438,-6.6757802222756615,-5.8616266347418415
-0.091904390025487,-0.07715635992444729,0.6047453014757419,173.266973419452,-10.000417125771754,-5.382879231936952
2.117200525841333,0.4164350526271058,1.3570777749894907,119.68011829303946,44.619651059173705,150.31458001757554
-0.09352452975459215,-0.07806489040860194,0.6126062565572996,178.14341922320438,-6.6757802222756615,-5.8616266347418415
-0.09319899222873936,-0.07778217398876852,0.6113460814564591,-160.9146768971822,-14.938236728904434,-4.156985761477476
-0.09248212483249531,-0.07809237485722752,0.6037353852361579,170.84349794026195,-8.005113618923783,-6.406630455293986
-0.09231061039173082,-0.07713936150219106,0.5956614354389133,168.02439839480422,-4.995849616009068,-5.1628507712750835
-0.0932140108114139,-0.07714626499558112,0.6044542211032716,173.20295602328414,-10.160906545051867,-5.377698142428364
-0.0936107234730199,-0.0738529452749971,0.6023132735580312,175.54544384236092,-5.466589287385391,-6.445230020312644
-0.09453639977409246,-0.07188928130073072,0.6048652128911447,172.53635816942347,-10.033359963116066,-5.420669178006243
-0.09714692193162981,-0.06725870134865092,0.6059069573478066,178.89997822797415,-3.919393631421183,-5.9596265689982415
-0.09588224503283972,-0.06279418733652177,0.5878824806874321,-155.0879719809048,-5.730931765985204,-5.775926602835439
-0.2665535743661325,0.10886712267332263,0.19156103680655356,124.36044682887139,-16.505086829663384,-162.47299080404662
-0.0971699867968378,-0.06531245717765917,0.605096737346561,171.66278368226966,-10.000504126530007,-5.467092629068066
-0.09590570419200133,-0.06338914712033271,0.599105422327765,169.94315362969715,-7.158613909877063,-5.670739325695684
-0.0958524808583946,-0.05573906367138946,0.5845557275031652,-157.86045818686827,-22.734116105252436,-3.698409649497591
-0.10157463417493025,-0.05090550819533216,0.5851785112780211,165.88911943721996,1.8436735729354135,-4.3965720211904875
-0.11049714967116095,-0.0383735511042966,0.5730264104130297,168.68416387134744,12.055094151959052,-6.82847199053525
-0.14349433825346364,-0.017954198018034752,0.5924553952188095,169.55367984332867,-3.355490503455834,-7.302322445213331
-0.14340100831519406,-0.014855649765345112,0.5737409337649039,-158.62714219066496,-16.90984689782569,-6.985951859158462
-0.14781872516028768,-0.013907062345914899,0.576450574327536,162.75267640168337,-9.162261304589356,-7.014597931069319
-0.15318414663347113,-0.012629771800729191,0.5873447989697912,-171.2664257112875,-19.92492227357228,-7.880572437643256
-0.1545153896326908,-0.012820216825565079,0.5897822412414518,167.918682190619,-16.571494275402465,-8.863176877625087
-0.15820558054257142,-0.012209370273270924,0.5879100815635561,166.9035502733202,-14.204384571392483,-8.570061799663408
-0.1599368755908831,-0.010868622404164007,0.577823296522511,163.0923298312175,-12.109809219114371,-8.458848765497377
-0.166661216753028,-0.01057429024284131,0.5784926024923164,166.0624904902399,-11.192324923693267,-9.054840756012547
-0.1722228542757495,-0.009026715946071124,0.575523034733223,-166.62424327398216,-19.57358924602349,-8.746923580662228
-0.18048309773305732,-0.004187705454991721,0.5869792490086068,-172.5067655557701,-20.433478343922832,-9.096138673628058
-0.18124734504860227,-0.003349686586868373,0.5821439506603545,167.30420500757188,-9.936125602380962,-9.719727083405264
-0.17663200822502462,-0.0038121045211533043,0.5655747494201978,164.42245597352093,-31.741418511702,-15.684924652289018
-0.18357990414616554,-0.007167730295257804,0.5893538921955979,173.64691054599058,-8.887242147204931,-11.492211472407522
-0.17871312015350577,-0.010599276598053268,0.5827537897925136,-171.98381415454708,-14.190296394807131,-11.400157228263907
-0.18608080320516554,-0.01547871259724795,0.594922225063033,-171.42265070399856,-14.351509473852358,-11.66131266909656
-0.24006993497128848,-0.19132132506278943,0.6805432522803574,-112.4079605057442,-16.126501643016084,8.61389529948847
-0.26060403739147636,-0.19798228651698224,0.6934256573151366,-113.64988106140014,-10.270598291428547,-0.46204759027087083
-0.3226444608986357,-0.1775425850353217,0.6463839066512256,-119.84143773436391,-13.897175930178632,-9.701807748445399
-0.33089227015525513,-0.1788244664841579,0.6575774866922937,-122.24619941270171,-12.35527957765509,-11.028579360586077
-0.33448547404297635,-0.16838869343856253,0.6616448672672764,-123.18819463250918,-12.481442747525547,-10.832305976389788
-0.32129652967141664,-0.15878290986089463,0.6508475051002507,-123.38039510596587,-10.767525783690589,-11.580338304556337
-0.3229293419998692,-0.1500300609037642,0.644398319527853,-124.62096282982246,-10.3547071691814,-12.34412856511621
-0.32257483808628556,-0.14682183558502657,0.6338199216541793,-123.35095518223262,-12.194566684778147,-12.79972965793686
0.14346826953251354,0.1853819641786754,1.4445677662079637,-169.97995216684043,-76.19526070686477,-80.12089220194991
-0.32555676493036684,-0.14801700905556323,0.6387540751611234,-123.62465291499053,-10.776157823557844,-13.10950163938967
-0.3304144199405549,-0.14593598672047237,0.6358308713476273,-125.33119079920127,-12.175427234690284,-13.764799912270151
