posX,posY,posZ,rotX,rotY,rotZ
0.005029913318178778,-0.10088874372106718,0.6533883951530143,174.7208438436289,-2.3554808203845243,5.943451083440002
0.04215260177508557,-0.10473296591036822,0.6282829756849041,176.83983405087642,-18.785764972690004,11.173508984201932
0.0585437508341668,-0.07753032276841812,0.6070065683122309,179.18284113357063,-22.252615155572084,10.061507041246173
0.06535876046067267,-0.07398580879472426,0.658599597300338,-179.8917255565187,-11.1095694922032,9.938318595855328
0.06711773107916834,-0.07548500416320603,0.674150693991777,-172.20658048771517,17.008404277428976,10.276963000778624
0.07089485313509689,-0.08323042777842891,0.662676886022787,177.30688702309263,-12.750096245515753,12.0716768470243
0.06699477506121526,-0.08597603484572548,0.6609216746476274,171.01620235721907,-7.143849708740568,12.62428905368311
0.05848931063842332,-0.08620700125337612,0.6628974614284505,168.41601346350205,-6.559544905679862,14.053418342439713
0.05557254084950519,-0.09061982055959521,0.6782993517014575,178.31634071027275,-11.988718514182201,16.093133570267256
0.0537255727390488,-0.09333648997152823,0.6789777286778732,176.01592148636956,-8.718049582097008,16.427916575641554
0.04994576729751327,-0.09097007598018493,0.6635849923428695,169.18692708641123,-9.300097679845956,16.94754455690964
0.050884430479169705,-0.09238687990260026,0.6858698597672837,175.38353623889395,-8.396016196862933,17.297926763379454
0.0527195502412607,-0.08982644736875967,0.6747326314678636,175.04318464027486,-14.181103369695975,17.275448292580904
0.05771093889844971,-0.0897311575604241,0.6823080384486025,174.7035616675633,-11.511285480789706,17.654130274066684
0.05972560974878457,-0.08432257839025036,0.6628061344283896,174.66984320528155,-15.467854423694563,18.083176317615568
0.06539295041616411,-0.08059465859914773,0.6634692679544868,163.58093916588027,-9.869632269747944,12.995724335255613
0.07119840046298381,-0.0709387995175936,0.6357246504638945,173.97491125350774,-22.62268601268737,13.16131117377244
0.09150328834377702,-0.051969658660161996,0.6461445133533955,168.6156338681295,-19.393845437373546,10.51068854045808
0.12786730530907295,-0.029593937499700834,0.670476918323842,164.46905936225096,1.0273022768522038,8.605838032895829
0.14023343211522407,-0.03868524053327784,0.6754235808033587,161.50779196099936,13.953873094683017,13.083276022473449
0.14691392867504832,-0.044857920137634316,0.6712893220873863,179.42567074570798,-0.4536740325866301,12.144232695244998
0.14634245515893274,-0.043603463983341875,0.6550594713994252,172.74878558615922,-4.909582260429359,11.393531571318087
