posX,posY,posZ,rotX,rotY,rotZ
0.005029913318178778,-0.10088874372106718,0.6533883951530143,174.7208438,-2.3554808000000094,5.943451100000004
0.023591257546632174,-0.1028108548157177,0.6408356854189592,175.7803389,-10.57062289999999,8.558480000000003
0.03524208864247705,-0.09438401079995118,0.6295593130500498,176.9144875,-14.485488799999985,9.059824300000002
0.04277125659702595,-0.08928446029864445,0.6368193841126217,177.7130821,-13.634388400000034,9.279571699999991
0.04764055149345443,-0.08652456907155677,0.6442856460884527,179.725232,-7.604053799999974,9.479140900000004
0.06081353945683805,-0.08299290588302911,0.6461433442624074,-179.7574475,-9.742566399999987,10.704375900000002
0.06578197411406399,-0.07924151967010055,0.6526710840549521,179.08018049999998,-7.359592900000052,10.994518199999987
0.0657710860749153,-0.08097685536709216,0.663849262678196,176.9231481,-4.197000600000024,11.792910000000006
0.0638138421526818,-0.08430365772006634,0.6677892135584198,176.56257340000002,-4.374587499999961,13.0238114
0.06113541048465789,-0.08787395488173079,0.668754620495639,174.2155259,-9.431877100000065,14.254068999999987
0.05694559331714118,-0.08942188452208198,0.6689362417596556,172.58914300000004,-8.741849799999954,15.229380899999995
0.05372352440073206,-0.09070405353345694,0.6739258787835869,173.4644485,-8.992360500000018,16.16406359999999
0.05256957232129953,-0.09142794275653365,0.6762929127914694,174.79050180000002,-10.516439199999922,16.808395999999988
0.05299725193108844,-0.09125021015669944,0.6770946501408984,174.06769610000003,-10.42090630000007,17.120595100000003
0.05419725933303558,-0.08944742784044388,0.6738603312910018,173.7983317,-11.77116019999994,17.451643999999987
0.05728669595676576,-0.08737234436423642,0.6738371864133252,172.68336450000004,-11.885103500000014,16.6617373
0.06134948995352858,-0.08308272828723509,0.6638081445526474,172.40097730000002,-14.727017400000022,15.834177000000011
0.06910623757403184,-0.07551137054551556,0.6580905209297538,171.1123043,-15.772189000000026,14.480899099999988
0.0831375108561565,-0.0634839265333709,0.6557242969048017,169.0617386,-13.284745899999962,12.670520699999997
0.0992390753294444,-0.054356458961976405,0.6582477861797955,166.4267158,-7.432829200000015,11.671590299999991
0.11554327098122123,-0.04720911126967372,0.6598117970063754,169.59486900000002,-5.498311699999931,11.501236199999994
